-6.1531,2.6352,0.3412,-0.24,0.1441
-5.9995,1.1827,-0.093,0.1401,-0.2035
-4.5844,0.8605,-0.3254,-0.4201,-0.3187
-4.0376,0.8542,-1.6557,0.841,-0.2783
-4.7477,1.1716,-2.6456,-0.57,0.4833
-2.6681,0.5024,-1.8678,-0.661,0.1836
-1.8429,0.1886,-0.9116,0.5856,-0.2783
-0.5263,-0.1081,-1.2494,-0.6,-0.2893
-2.297,0.177,0.5134,0.0288,0.1551
-1.4806,-0.1068,1.5548,-0.104,0.264
-0.0868,-0.5524,1.4294,-0.046,0.136
1.0463,0.1858,1.7526,-0.3016,0.1581
2.1602,-0.556,1.5372,0.0476,-0.3239
3.5376,-0.0814,1.6714,0.2391,-0.0516
3.999,0.5377,0.3811,-0.1435,0.136
4.7664,-0.201,-0.5332,-0.15,0.1581
5.1769,0.377,-1.7376,-0.15,0.1581
4.8314,1.6974,-2.0417,0.177,0.245
5.3724,2.3903,-3.5638,-0.177,0.6895
4.0617,2.4447,-1.1327,0.177,0.245
3.6092,4.1089,-1.4734,-0.177,0.6895
3.6426,1.8609,0.0687,-0.15,0.1581
1.7372,-1.758,1.087,-0.1516,0.2955
2.5075,-2.8692,0.726,-0.15,0.1581
1.8359,-4.0281,0.2975,-0.15,0.1581
0.4245,-4.0569,0.2371,-0.15,0.1581
-0.3279,-2.9253,0.6024,-0.15,0.1581
0.3648,-1.7904,1.0216,0.0,0.2955
-3.7136,0.5406,0.7758,0.6156,-0.2783
-4.1599,0.5635,1.9555,-0.57,-0.1526
-7.2321,2.8876,0.4332,0.08,0.123
-5.6656,2.7991,1.3271,0.08,0.123
-5.6918,3.311,-0.4118,0.08,0.123
-6.4226,0.5108,0.6859,0.08,0.123
-6.6012,1.0156,-1.0117,0.08,0.123
-0.2047,-0.0699,-2.2086,0.45,0.298
-1.8486,-0.0119,2.569,0.15,0.123
1.0553,1.2092,2.1049,0.15,0.123
3.6009,0.6662,2.4923,0.08,0.123
4.205,-0.9216,1.9665,0.08,0.123
5.0447,-1.2248,-0.3156,0.15,0.123
5.767,-0.2063,-2.4339,0.15,0.123
3.0463,2.4399,0.7636,0.15,0.123
3.5867,-2.8533,0.778,0.15,0.123
2.4032,-4.9026,0.0149,0.15,0.123
-0.0817,-4.9549,-0.0909,0.15,0.123
-1.4089,-2.9391,0.5596,0.15,0.123
