-0.7577,0.5332,3.3682,-0.24,0.1441
-0.4977,0.0655,1.9265,0.2811,-0.2051
-1.7678,-0.2793,1.1742,0.449,-0.2783
-2.9881,-0.0796,1.7435,-0.629,0.1836
-4.136,-0.3376,1.0652,0.179,0.4619
-5.3758,-0.125,1.6782,-0.15,0.1581
-6.5579,-0.3856,0.9791,-0.15,0.1581
-6.5064,-0.8576,-0.3349,-0.15,0.1581
-5.2713,-1.0721,-0.9571,-0.15,0.1581
-4.0775,-0.8157,-0.2591,0.0862,0.136
-2.8122,-1.0159,-0.8313,0.5438,-0.2783
-2.7009,-1.4345,-2.0166,-0.57,0.1129
-1.6919,-0.752,-0.1041,-0.49,-0.7096
0.2733,1.0859,1.1837,-0.6602,-0.3187
-0.3512,2.3735,0.832,0.3201,-0.0516
-0.7858,2.3539,-0.6016,-0.04,0.136
-2.0857,2.4824,-1.0504,-0.15,0.1581
-2.0165,2.3665,-2.4224,-0.15,0.1581
-0.6821,2.1816,-2.7244,-0.01,0.1581
0.0272,2.1803,-1.6178,-0.28,0.1552
1.6391,0.8396,0.7798,0.69,-0.2783
2.4332,1.8106,0.6703,-0.57,0.4833
2.0829,-0.4873,0.4379,-0.547,-0.5188
3.4413,-0.8191,0.1038,0.117,0.4619
3.6892,-1.8056,-0.8609,-0.15,0.1581
4.9993,-2.153,-1.2024,-0.15,0.1581
6.0879,-1.5124,-0.5877,-0.1435,0.136
7.4946,-1.92,-0.9421,1.1635,-0.0967
8.3991,-0.9249,-0.6166,-0.34,0.4202
7.8192,-3.0701,-0.2484,-0.34,0.4202
7.594,-2.1686,-2.2998,-0.34,0.4202
5.8406,-0.5607,0.4177,-0.15,0.1581
4.5289,-0.2162,0.7593,-0.15,0.1581
-1.2128,-0.2937,3.9561,0.08,0.123
0.2028,0.8178,3.8507,0.08,0.123
-1.4444,1.4063,3.4058,0.08,0.123
0.0889,-0.872,2.0241,0.08,0.123
-5.4245,0.2369,2.6977,0.15,0.123
-7.515,-0.2291,1.46,0.15,0.123
-7.4257,-1.0549,-0.8724,0.15,0.123
-5.2523,-1.4321,-1.9786,0.15,0.123
-0.7591,-0.8973,-0.5494,0.37,0.2142
0.3581,3.2124,0.9928,0.08,0.123
-1.2335,2.5749,1.4757,0.08,0.123
-2.9761,2.6209,-0.4508,0.15,0.123
-2.8423,2.4034,-3.1224,0.15,0.123
-0.2716,2.0506,-3.7169,0.15,0.123
1.364,-1.2188,0.2526,0.37,0.2142
2.863,-2.3005,-1.3559,0.15,0.123
5.1625,-2.9239,-1.947,0.15,0.123
6.6607,-0.0806,0.9408,0.15,0.123
4.37,0.4996,1.5534,0.15,0.123
