-1.4706,-1.9153,1.4905,-0.7544,-1.019
-2.3779,-1.1929,0.6508,0.7308,-0.2783
-3.5351,-1.7086,0.3621,-0.7544,-1.95
-2.0021,0.1467,0.1361,-0.022,0.136
-2.9237,1.2059,0.2103,-0.15,0.1581
-2.5797,2.4804,-0.2493,0.177,0.245
-3.7357,3.7952,-0.138,-0.177,0.6895
-1.3154,2.7074,-0.7954,-0.15,0.1581
-0.3926,1.6636,-0.8805,-0.15,0.1581
-0.7215,0.3796,-0.4087,0.0825,0.5437
0.1837,-0.6864,-0.535,-0.165,-0.4195
1.5761,-0.5865,-0.3989,0.0825,0.5437
2.3862,-1.5056,-1.0777,-0.15,0.1581
3.7775,-1.4482,-0.9538,-0.15,0.1581
4.3685,-0.479,-0.1389,-0.15,0.1581
3.5679,0.4311,0.559,0.111,0.198
4.3746,1.7412,1.6903,-0.111,0.8456
2.1751,0.3769,0.4345,-0.15,0.1581
-1.7025,-2.8766,1.8258,0.45,0.2142
-0.593,-1.4684,1.8386,0.45,0.2142
-3.8104,-2.6457,0.7327,0.45,0.2142
-4.2121,-1.213,-0.2591,0.45,0.2142
-3.9037,1.0477,0.643,0.15,0.123
-1.049,3.6909,-1.1614,0.15,0.123
0.5706,1.8508,-1.337,0.15,0.123
1.9355,-2.2613,-1.7085,0.15,0.123
4.3977,-2.1573,-1.4879,0.15,0.123
5.4465,-0.4413,-0.044,0.15,0.123
1.5646,1.0685,1.0005,0.15,0.123
