3.7316,-1.3877,-0.296,-0.179,0.1441
3.2916,0.0524,-0.1586,0.3028,-0.2783
2.0975,0.3442,0.2683,-0.513,0.1836
1.1629,-0.6171,0.5825,-0.217,-0.0684
-0.0625,-0.2546,1.201,0.12,-0.2035
-0.976,-1.4793,1.3357,0.5892,-0.2051
-0.224,-2.5997,1.9078,-0.8691,-0.5188
0.4145,-3.5915,1.0973,0.1,0.4619
1.379,-4.4413,1.6546,-0.15,0.1581
2.0193,-5.3944,0.8593,-0.15,0.1581
1.6927,-5.5074,-0.496,-0.15,0.1581
0.7259,-4.6691,-1.0551,-0.15,0.1581
0.0809,-3.7064,-0.2603,0.0862,0.136
-0.9647,-2.8263,-0.8066,0.5438,-0.2783
-1.3414,-2.9596,-2.0035,-0.57,0.1129
-1.5711,-1.8241,0.0264,-0.2981,-0.3187
-2.7174,-1.1641,-0.4762,-0.512,0.1836
-3.31,-0.1592,0.0963,0.329,-0.2783
-4.5007,0.4857,-0.5409,0.3652,-0.2051
-4.083,1.7298,-1.274,-0.2882,0.1551
-4.6543,2.7497,-0.6619,0.0144,0.1551
-4.5369,4.1109,-0.9429,-0.15,0.1551
-5.2231,5.0181,-0.1178,-0.15,0.1551
-6.0152,4.5492,0.9522,-0.15,0.1551
-6.1256,3.1697,1.2036,-0.1356,0.1551
-5.4253,2.2904,0.3758,0.4212,-0.2783
-5.3995,1.0037,0.4969,-0.696,0.1836
4.2282,1.1643,-0.4966,0.0862,0.136
5.5799,0.9107,-0.8145,-0.15,0.1581
6.4437,1.9594,-1.1438,-0.15,0.1581
5.9779,3.2746,-1.1594,-0.15,0.1581
4.6451,3.5451,-0.8472,-0.15,0.1581
3.7741,2.5005,-0.5172,-0.15,0.1581
2.9301,-2.1141,-0.0574,0.08,0.123
4.5745,-1.5832,0.3974,0.08,0.123
4.0657,-1.571,-1.34,0.08,0.123
-0.5576,0.5376,0.5998,0.08,0.123
0.1528,0.1543,2.213,0.08,0.123
-1.7913,-1.2512,2.0544,0.08,0.123
0.0052,-2.5543,2.9283,0.4,0.2142
1.644,-4.3523,2.7019,0.15,0.123
2.764,-6.0456,1.2949,0.15,0.123
2.1871,-6.2469,-1.1115,0.15,0.123
0.482,-4.7735,-2.1067,0.15,0.123
-2.9228,0.2899,0.9984,0.06,0.123
-5.0436,-0.2117,-1.2128,0.08,0.123
-3.4226,1.7899,-2.1295,0.15,0.123
-3.9251,4.4644,-1.7618,0.15,0.123
-5.1364,6.0831,-0.2956,0.15,0.123
-6.5299,5.2556,1.5921,0.15,0.123
-6.727,2.8021,2.0244,0.15,0.123
5.985,-0.0912,-0.8146,0.15,0.123
7.4767,1.7491,-1.3918,0.15,0.123
6.6494,4.0837,-1.4167,0.15,0.123
4.2809,4.5655,-0.8664,0.15,0.123
2.7448,2.7432,-0.2888,0.15,0.123
