3.654,1.2423,2.1065,0.04,-0.2035
4.1162,0.5985,0.923,-0.3625,-0.4195
3.3215,-0.2174,0.1032,0.0825,0.5437
3.8991,-0.7673,-1.0462,-0.15,0.1581
3.1496,-1.5796,-1.8977,-0.15,0.1581
1.8054,-1.8546,-1.6133,0.0825,0.5437
1.0584,-2.6473,-2.4852,-0.5325,-0.2893
1.2095,-1.3107,-0.4586,0.0862,0.136
-0.2044,-1.5948,-0.1272,0.5438,-0.2783
-0.6556,-2.7595,-0.3074,-0.57,0.1129
-1.0673,-0.5716,0.4127,-0.6602,-0.3187
-2.166,-0.9574,1.3108,0.1401,-0.2035
-2.3068,0.0589,2.4458,-0.16,0.1441
-2.4276,1.4816,1.8953,-0.16,0.1441
-1.2259,1.8245,1.0055,-0.16,0.1441
-1.0374,0.8016,-0.1326,0.2201,-0.2051
-2.0918,0.9867,-1.2469,-0.16,0.1441
-1.7989,0.1199,-2.479,0.12,-0.2035
-2.6512,0.4756,-3.535,-0.68,-0.2893
1.9739,-0.4986,0.3972,-0.15,0.1581
3.3139,0.486,2.8458,0.08,0.123
4.4868,1.8242,2.5508,0.08,0.123
2.8217,1.9374,1.8631,0.08,0.123
4.934,-0.5552,-1.2832,0.15,0.123
3.6142,-1.9932,-2.7846,0.15,0.123
1.4561,-3.0165,-3.3404,0.45,-0.2677
-3.115,-1.0242,0.7388,0.08,0.123
-1.9715,-1.9543,1.7611,0.08,0.123
-3.208,-0.1811,3.0505,0.08,0.123
-1.4182,-0.0068,3.1105,0.08,0.123
-3.3725,1.5863,1.3203,0.08,0.123
-2.4727,2.1979,2.7425,0.08,0.123
-1.3487,2.8481,0.5895,0.08,0.123
-0.3079,1.8353,1.6332,0.08,0.123
-0.0449,1.0201,-0.583,0.08,0.123
-2.0939,2.0518,-1.5656,0.08,0.123
-3.1089,0.7467,-0.8717,0.08,0.123
-1.9282,-0.9593,-2.2363,0.08,0.123
-0.7488,0.2771,-2.8077,0.08,0.123
-3.5566,0.1466,-3.2956,0.4,-0.2677
1.5144,-0.0975,1.2909,0.15,0.123
