-3.3865,2.4627,-0.728,-0.5571,0.01508
-2.231,2.4054,-0.7032,0.4921,0.0017
-0.7936,2.3455,-0.6804,0.13,0.1551
-0.1099,3.5396,-1.1099,0.4921,0.0017
0.4423,4.4985,-1.4518,-0.5571,0.01508
-0.09,1.2454,-0.3169,0.21,0.1551
1.6003,1.1602,-0.371,-0.202,0.6482
1.6962,-0.437,0.1552,0.1154,0.1551
2.8062,-1.1781,0.3147,-0.104,0.264
4.185,-0.6837,0.11,0.1812,0.136
5.2631,-1.5529,-0.0544,-0.11,0.1581
6.6539,-0.6219,-0.2041,-0.08,0.6237
5.8406,0.8402,-0.0332,0.2281,0.1581
4.5166,0.6371,0.1335,-0.5653,-0.3239
0.3874,-0.8756,0.3662,0.6156,-0.2783
0.1191,-2.0401,0.7754,-0.57,-0.1526
-0.5937,0.0449,0.1119,-0.286,-0.4458
-1.9808,-0.2607,0.3446,0.117,0.4619
-2.5818,0.1262,1.552,-0.15,0.1581
-3.9228,-0.182,1.8026,-0.15,0.1581
-4.6674,-0.8871,0.8539,-0.15,0.1581
-4.0747,-1.2835,-0.3478,-0.15,0.1581
-2.732,-0.9778,-0.607,0.073,0.136
-2.1388,-1.3946,-1.8521,0.4841,0.0017
-1.6591,-1.7273,-2.8513,-0.5571,0.01508
2.6951,-2.22,0.5939,0.15,0.123
5.2174,-2.6324,-0.0859,0.15,0.123
6.2982,1.8203,-0.0442,0.15,0.123
-2.0058,0.6643,2.2954,0.15,0.123
-4.3845,0.1179,2.735,0.15,0.123
-5.7065,-1.1256,1.0463,0.15,0.123
-4.6623,-1.8282,-1.0759,0.15,0.123
