-4.8616,-1.6483,1.1062,-0.24,0.1441
-5.0951,-1.0566,-0.2815,0.2091,-0.2035
-4.4006,0.2339,-0.427,-0.8382,-0.4458
-5.195,1.4425,-0.6943,0.2091,-0.2035
-5.9582,1.8838,0.5531,-0.24,0.1441
-2.9604,0.3191,-0.3106,0.1,0.4619
-2.3632,1.3751,0.4034,-0.15,0.1581
-0.9738,1.4569,0.5289,-0.15,0.1581
-0.1584,0.4833,-0.0589,0.0284,0.136
1.2332,0.5308,0.0547,-0.1784,0.264
2.0183,-0.4687,-0.5396,0.0594,0.264
3.4981,-0.4411,-0.4045,0.1415,0.136
4.2771,-1.55,-0.5402,-0.5653,-0.3239
5.5167,-1.0798,-0.317,0.2272,0.2955
6.7143,-1.7916,-0.3234,-0.15,0.1581
7.8997,-1.0797,-0.0557,-0.15,0.1581
7.8562,0.3095,0.2073,-0.15,0.1581
6.6273,0.9961,0.2068,-0.15,0.1581
5.4774,0.2568,-0.0608,-0.1516,0.2955
4.2092,0.6807,-0.1117,0.0332,-0.3239
1.3538,-1.496,-1.2451,0.7056,-0.2783
2.0054,-2.4132,-1.8121,-0.57,-0.1526
0.0259,-1.5066,-1.3328,-0.2325,-0.4195
-0.7415,-0.5772,-0.7761,0.0825,0.5437
-2.133,-0.6537,-0.902,-0.15,0.1581
-3.7957,-1.9337,1.2312,0.08,0.123
-5.491,-2.557,1.2345,0.08,0.123
-5.1402,-0.9088,1.8862,0.08,0.123
-4.7559,-1.7711,-1.0595,0.08,0.123
-6.1907,-0.928,-0.4253,0.08,0.123
-4.5433,2.2739,-1.0426,0.08,0.123
-5.9181,1.2387,-1.5133,0.08,0.123
-6.7151,1.1214,0.8352,0.08,0.123
-6.482,2.8413,0.3478,0.08,0.123
-5.264,2.033,1.4051,0.08,0.123
-2.9695,2.1344,0.8751,0.15,0.123
-0.5388,2.2783,1.0852,0.15,0.123
1.6932,1.3281,0.6245,0.15,0.123
6.7347,-2.8538,-0.5298,0.15,0.123
8.8488,-1.5998,-0.0538,0.15,0.123
8.7728,0.8477,0.4084,0.15,0.123
6.5782,2.058,0.4055,0.15,0.123
3.8659,1.6569,0.0299,0.27,0.2142
-2.5608,-1.4657,-1.4718,0.15,0.123
